,pfr_id,last_name,first_name,height,weight,dob,college,draft_year,draft_position,combine_forty,combine_bench_reps,combine_broad_jump,combine_shuttle,combine_cone,combine_vertical,gsis_id
2013,DarkOr00,Darkwa,Orleans,72,210,1992-02-28,Tulane,,,,,,,,,00-0030860
2014,DarlDe00,Darling,Devard,73,213,1982-04-16,Florida St.,2004.0,82.0,4.52,,129.0,,,37.0,00-0022739
2015,DarlJa20,Darling,James,73,247,1974-12-29,Washington St.,1997.0,57.0,,,,,,,00-0003902
2016,DarnSa00,Darnold,Sam,75,225,1997-06-05,USC,2018.0,3.0,4.85,,105.0,4.4,6.96,26.5,00-0034869
2017,DarrMa00,Darr,Matt,73,217,1992-07-02,,,,,,,,,,00-0031716
2018,DatkAn00,Datko,Andrew,78,315,1990-08-15,Florida St.,2012.0,241.0,5.19,,100.0,4.54,7.71,29.5,00-0029313
2019,DaveJo00,Davenport,Joe,78,268,1976-10-29,Arkansas,,,,,,,,,00-0019065
2020,DaveJu00,Davenport,Julie'n,79,325,1995-01-09,Bucknell,2017.0,130.0,,,,,,,00-0033560
2021,DaveMa00,Davenport,Marcus,78,265,1996-09-04,Texas-San Antonio,2018.0,14.0,4.58,22.0,124.0,4.41,7.2,33.5,00-0034344
2022,DaveNa00,Davenport,Najeh,73,247,1979-02-08,Miami (FL),2002.0,135.0,4.57,,,,,,00-0021252
2023,DaveRo01,Davey,Rohan,74,245,1978-04-14,LSU,2002.0,117.0,4.74,,,,,,00-0021238
2024,DaviJa20,David,Jason,68,180,1982-06-12,Washington St.,2004.0,125.0,,,,,,,00-0022790
2025,DaviLa00,David,Lavonte,73,233,1990-01-23,Fort Scott (KS),2012.0,58.0,4.57,19.0,119.0,4.22,7.28,36.5,00-0029562
2026,DaviNo20,Davidds-Garrido,Norbert,78,315,1972-10-04,USC,1996.0,106.0,,,,,,,
2027,DaviJa05,Davidson,James,75,242,1990-11-01,Texas-El Paso,,,,,,,,,00-0030777
2028,DaviA.00,Davis,A.J.,72,183,1989-07-06,Jacksonville St.,,,,,,,,,00-0029167
2029,DaviAk00,Davis,Akeem,73,200,1989-12-25,Memphis,,,,,,,,,00-0030644
2030,DaviAn20,Davis,Andra,73,255,1978-12-23,Florida,2002.0,141.0,4.77,20.0,112.0,,,31.5,00-0021257
2031,DaviAn01,Davis,Andre',73,195,1979-06-12,Virginia Tech,2002.0,47.0,4.42,,123.0,4.1,6.77,39.5,00-0021175
2032,DaviAn23,Davis,Anthony,72,235,1969-03-07,Utah,1992.0,301.0,,,,,,,00-0003942
2033,DaviAn24,Davis,Anthony,76,329,1980-03-27,Virginia Tech,,,5.34,,95.0,4.98,8.26,27.5,00-0021763
2034,DaviAn27,Davis,Anthony,77,323,1989-10-11,Rutgers,2010.0,11.0,5.36,21.0,99.0,4.97,8.17,33.0,00-0027863
2035,DaviAu00,Davis,Austin,74,221,1989-06-02,Southern Miss,,,4.69,,109.0,4.11,6.73,31.0,00-0028957
2036,DaviBi00,Davis,Billy,73,205,1972-07-06,Pittsburgh,,,,,,,,,00-0003944
2037,DaviBr00,Davis,Britt,75,205,1986-04-23,Northern Illinois,,,,,,,,,00-0026650
2038,DaviBr99,Davis,Bruce,75,241,1985-09-02,UCLA,2008.0,88.0,4.78,19.0,109.0,4.47,7.34,29.0,00-0026228
2039,DaviBr01,Davis,Bryce,75,245,1989-06-16,Central Oklahoma,,,,,,,,,00-0028913
2040,DaviBu99,Davis,Buster,70,239,1983-10-20,Florida St.,2007.0,69.0,4.41,,,,,,00-0025456
2041,DaviC.20,Davis,C.J.,75,310,1987-02-02,Pittsburgh,,,5.51,21.0,88.0,4.93,8.09,25.5,00-0026705
2042,DaviCa00,Davis,Carey,70,225,1981-03-27,Illinois,,,,,,,,,00-0022434
2043,DaviCa01,Davis,Carl,77,320,1992-03-02,Iowa,2015.0,90.0,5.07,,103.0,4.47,7.91,33.0,00-0031938
2044,DaviCa02,Davis,Carlton,73,206,1996-12-31,Auburn,2018.0,63.0,4.53,16.0,124.0,,,34.0,00-0034778
2045,DaviCh22,Davis,Chauncey,74,262,1983-01-27,Florida St.,2005.0,128.0,4.8,22.0,118.0,4.44,7.66,37.0,00-0023562
2046,DaviCh24,Davis,Chris,71,235,1979-11-08,Syracuse,2003.0,165.0,4.56,21.0,116.0,4.37,7.25,38.5,00-0022020
2047,DaviCh03,Davis,Chris,70,180,1983-12-01,Wake Forest,,,,,,,,,00-0025794
2048,DaviCh02,Davis,Chris,70,181,1984-01-23,Florida St.,2007.0,128.0,4.5,,115.0,4.14,6.66,35.5,00-0025515
2049,DaviCh05,Davis,Chris,71,205,1990-11-04,Auburn,,,4.54,15.0,,,,,00-0030917
2050,DaviCo02,Davis,Cody,74,203,1989-06-06,Texas Tech,,,,,,,,,00-0029764
2051,DaviCo03,Davis,Corey,75,209,1995-01-11,West. Michigan,2017.0,5.0,,,,,,,00-0033871
2052,DaviCr00,Davis,Craig,73,200,1985-10-02,LSU,2007.0,30.0,,,,,,,00-0025417
2053,DaviDa03,Davion Davis,Davion Davi,71,195,1996-10-23,Sam Houston St.,,,,,,,,,
2054,DaviDe00,Davis,Demario,74,248,1989-01-11,Arkansas St.,2012.0,77.0,4.49,32.0,124.0,4.28,7.19,38.5,00-0029607
2055,DaviDe99,Davis,Dexter,73,244,1986-11-10,Arizona St.,2010.0,236.0,4.62,25.0,109.0,4.3,7.08,35.0,00-0027828
2056,DaviDo02,Davis,Dominique,75,210,1989-07-17,East Carolina,,,,,,,,,00-0028863
2057,DaviDo22,Davis,Don,73,235,1972-12-17,Kansas,,,,,,,,,00-0003970
2058,DaviDo23,Davis,Dorsett,77,305,1979-01-24,Mississippi St.,2002.0,96.0,5.0,30.0,109.0,4.67,7.83,31.0,00-0021221
2059,DaviDr00,Davis,Drew,73,205,1989-01-04,Oregon,,,,,,,,,00-0028307
2060,DaviEr00,Davis,Eric,71,185,1968-01-26,Jacksonville St.,1990.0,53.0,,,,,,,00-0003977
2061,DaviFr20,Davis,Frank,76,310,1981-08-22,South Florida,,,,,,,,,00-0023821
2062,DaviFr01,Davis,Fred,75,250,1986-01-15,USC,2008.0,48.0,4.68,24.0,,,,,00-0026188
2063,DaviGe00,Davis,Geremy,75,211,1992-01-10,Connecticut,2015.0,186.0,4.49,23.0,124.0,4.18,6.86,36.5,00-0031953
2064,DaviHa21,Davis,Hall,78,262,1987-03-02,Louisiana,2010.0,149.0,4.84,28.0,,,,,00-0027748
2065,DaviJa02,Davis,Ja'Gared,73,235,1990-09-11,SMU,,,,,,,,,00-0030231
2066,DaviJa04,Davis,Jace,73,206,1991-08-22,Northern Colorado,,,,,,,,,00-0030692
2067,DaviJa06,Davis,Jalen,70,185,1996-02-02,Utah St.,,,,,,,,,00-0034446
2068,DaviJa08,Davis,Jamal,76,240,1995-07-09,,,,,,,,,,00-0035449
2069,DaviJa24,Davis,James,73,221,1979-04-26,West Virginia,2003.0,144.0,,,,,,,00-0021958
2070,DaviJa03,Davis,James,71,218,1986-01-01,Clemson,2009.0,195.0,4.45,17.0,109.0,4.37,7.15,32.0,00-0027130
2071,DaviJa01,Davis,Jarrad,73,245,1995-11-16,Florida,2017.0,21.0,,,,,,,00-0033539
2072,DaviJa00,Davis,Jason,70,242,1983-11-02,Illinois,,,,,,,,,00-0024158
2073,DaviJa07,Davis,Jawill,73,191,1995-04-06,Bethune-Cookman,,,,,,,,,00-0034499
2074,DaviJe23,Davis,Jerome,77,290,1974-02-04,Minnesota,,,,,,,,,00-0004000
2075,DaviJe00,Davis,Jesse,78,325,1991-09-15,Idaho,,,,,,,,,00-0031893
2076,DaviJi20,Davis,Jim,76,265,1981-10-04,Virginia Tech,,,4.75,,111.0,4.23,7.11,34.0,00-0022977
2077,DaviJo00,Davis,John,76,257,1973-05-14,Emporia St.,1994.0,2.0,,,,,,,00-0004004
2078,DaviJu00,Davis,Justin,73,199,1995-11-11,USC,,,,21.0,,,,,00-0033760
2079,DaviKa00,Davis,Kanorris,70,207,1990-01-21,Troy,,,,,,,,,00-0029987
2080,DaviKe03,Davis,Keionta,76,280,1994-03-01,,,,,,,,,,00-0034030
2081,DaviKe21,Davis,Keith,71,205,1978-12-30,Sam Houston St.,,,,,,,,,00-0020974
2082,DaviKe01,Davis,Kellen,78,259,1985-10-11,Michigan St.,2008.0,158.0,4.59,22.0,118.0,4.38,7.25,28.0,00-0026298
2083,DaviKn00,Davis,Knile,71,227,1991-10-05,Arkansas,2013.0,96.0,4.37,31.0,121.0,4.38,6.96,33.5,00-0030280
2084,DaviLe21,Davis,Leonard,78,355,1978-09-05,Texas,2001.0,2.0,5.32,33.0,97.0,5.18,8.72,28.0,00-0020533
2085,DaviMi03,Davis,Michael,74,196,1995-01-06,BYU,,,,,,,,,00-0033697
2086,DaviMi01,Davis,Mike,69,221,1993-02-19,South Carolina,2015.0,126.0,4.61,17.0,116.0,4.18,7.0,34.0,00-0032063
2087,DaviNa01,Davis,Nate,75,316,1996-09-23,Charlotte,2019.0,82.0,5.23,23.0,107.0,4.83,7.94,26.0,00-0035649
2088,DaviNa20,Davis,Nathan,77,312,1974-02-06,Indiana,1997.0,32.0,,,,,,,00-0004025
2089,DaviNi00,Davis,Nick,72,180,1979-10-06,Wisconsin,,,,,,,,,00-0020676
2090,DaviPe21,Davis,Pernell,74,320,1976-05-19,Ala-Birmingham,1999.0,251.0,,,,,,,00-0004031
2091,DaviRa01,Davis,Rashard,69,175,1994-12-07,,,,,,,,,,00-0034003
2092,DaviRa00,Davis,Rashied,69,187,1979-07-24,San Jose St.,,,,,,,,,00-0023429
2093,DaviRe00,Davis,Reggie,75,233,1976-09-03,Washington,,,,,,,,,00-0018608
2094,DaviRo20,Davis,Rob,75,284,1968-12-10,Shippensburg,,,,,,,,,00-0004038
2095,DaviRo00,Davis,Robert,75,210,1995-04-02,Georgia St.,2017.0,209.0,4.44,19.0,136.0,4.28,6.82,41.0,00-0033530
2096,DaviRo21,Davis,Rod,74,240,1981-04-02,Southern Miss,2004.0,155.0,4.76,,114.0,4.02,7.2,,00-0022822
2097,DaviRu20,Davis,Russell,76,310,1975-03-28,North Carolina,1999.0,48.0,,,,,,,00-0004046
2098,DaviRy00,Davis,Ryan,74,260,1989-02-24,Bethune-Cookman,,,,,,,,,00-0029053
2099,DaviSa21,Davis,Sammy,72,190,1980-04-08,Texas A&M,2003.0,30.0,4.42,19.0,131.0,,7.01,40.0,00-0021991
2100,DaviSe00,Davis,Sean,73,202,1993-10-23,Maryland,2016.0,58.0,4.46,21.0,126.0,3.97,6.64,37.5,00-0033053
2101,DaviSh00,Davis,Shockmain,72,205,1977-08-20,Angelo State (TX),,,,,,,,,00-0019206
2102,DaviSt00,Davis,Stephen,72,230,1974-03-01,Auburn,1996.0,102.0,,,,,,,00-0004052
2103,DaviTa00,Davis,Tae,73,224,1996-08-14,,,,,,,,,,00-0034500
2104,DaviTe00,Davis,Terrell,71,206,1972-10-28,Long Beach St.,1995.0,196.0,,,,,,,00-0004054
2105,DaviTh00,Davis,Thabiti,74,205,1975-03-24,Wake Forest,,,,,,,,,00-0004055
2106,DaviTh20,Davis,Thomas,73,235,1983-03-22,Georgia,2005.0,14.0,4.6,,115.0,3.97,7.09,36.5,00-0023448
2107,DaviTo01,Davis,Todd,73,230,1992-05-17,Sacramento St.,,,,,,,,,00-0031427
2108,DaviTr20,Davis,Travis,72,203,1973-01-10,Notre Dame,1995.0,242.0,,,,,,,00-0004059
2109,DaviTr03,Davis,Trevor,73,188,1993-07-04,California,2016.0,163.0,4.42,11.0,124.0,4.22,6.6,38.5,00-0032423
2110,DaviTr01,Davis,Tristan,70,212,1986-05-06,,,,,,,,,,00-0027172
2111,DaviTr00,Davis,Troy,67,191,1975-09-14,Iowa St.,1997.0,62.0,,,,,,,00-0004060
2112,DaviTr02,Davis,Troy,74,251,1991-01-06,Central Florida,,,,,,,,,00-0030164
2113,DaviTy00,Davis,Tyrone,76,240,1972-06-30,Virginia,1995.0,107.0,,,,,,,00-0004063
2114,DaviVe00,Davis,Vernon,75,248,1984-01-31,Maryland,2006.0,6.0,4.38,33.0,128.0,4.17,7.0,42.0,00-0024221
2115,DaviVo99,Davis,Vontae,71,207,1988-05-27,Illinois,2009.0,25.0,4.4,25.0,125.0,4.07,6.75,36.0,00-0027001
2116,DaviWe20,Davis,Wendell,70,201,1973-06-27,Oklahoma,1996.0,207.0,,,,,,,00-0004067
2117,DaviWi99,Davis,Will,74,262,1986-06-02,Illinois,2009.0,204.0,4.84,27.0,115.0,4.45,7.38,33.0,00-0026939
2118,DaviWi02,Davis,Will,71,186,1990-05-08,Utah St.,2013.0,93.0,4.51,16.0,127.0,4.02,6.52,35.5,00-0030519
2119,DaviZo00,Davis,Zola,72,185,1975-01-16,South Carolina,,,,,,,,,00-0004071
2120,DaviAn26,Davison,Andrew,71,185,1979-12-09,Kansas,,,,,,,,,00-0020885
2121,DaviTy01,Davison,Tyeler,74,309,1992-09-23,Fresno St.,2015.0,154.0,5.18,32.0,105.0,4.46,7.53,33.0,00-0031947
2122,DawkBr00,Dawkins,Brian,72,210,1973-10-13,Clemson,1996.0,61.0,,,,,,,00-0004073
2123,DawkDa01,Dawkins,Dalyn,67,183,1994-12-12,Colorado St.,,,,,,,,,00-0034654
2124,DawkDi00,Dawkins,Dion,77,320,1994-04-26,Temple,2017.0,63.0,5.11,26.0,106.0,4.78,7.3,26.0,00-0033904
2125,DawkEv00,Dawkins,Everett,74,292,1990-06-13,Florida St.,2013.0,229.0,5.06,23.0,103.0,4.88,7.61,30.0,00-0030393
2126,DawkNo00,Dawkins,Noah,73,235,1997-08-13,,,,,,,,,,00-0035549
2127,DawkSe00,Dawkins,Sean,76,215,1971-02-03,California,1993.0,16.0,,,,,,,00-0004077
2128,DawsLa00,Dawsey,Lawrence,72,192,1967-11-16,Florida St.,1991.0,66.0,,,,,,,00-0004079
2129,DawsCl00,Dawson,Clifton,70,212,1983-10-08,Harvard,,,,,,,,,00-0024698
2130,DawsDe00,Dawson,Dermontti,74,288,1965-06-17,Kentucky,1988.0,44.0,,,,,,,00-0004085
2131,DawsDu00,Dawson,Duke,70,198,1996-10-03,Florida,2018.0,56.0,4.46,15.0,,,,,
2132,DawsJa00,Dawson,JaJuan,73,197,1977-11-05,Tulane,2000.0,79.0,4.55,,117.0,4.16,6.96,34.0,00-0019461
2133,DawsKe99,Dawson,Keyunta,72,268,1985-09-13,Texas Tech,2007.0,242.0,,,,,,,00-0025629
2134,DawsPa00,Dawson,Paul,72,240,1993-01-13,TCU,2015.0,99.0,4.93,21.0,109.0,4.49,,28.0,00-0032167
2135,DawsSk00,Dawson,Skye,69,183,1990-12-02,TCU,,,,,,,,,00-0029868
2136,DayeMa00,Dayes,Matthew,69,205,1994-09-03,North Carolina St.,2017.0,252.0,4.47,18.0,109.0,,,28.0,00-0033596
2137,DaynRo00,Dayne,Ron,70,245,1978-03-14,Wisconsin,2000.0,11.0,4.65,,,,,,00-0019643
2138,DeLaBr00,De La Puente,Brian,75,306,1985-05-13,California,,,,,,,,,00-0025980
2139,DeadBr99,Deaderick,Brandon,76,297,1987-08-19,Alabama,2010.0,247.0,5.08,,,,,,00-0027838
2140,DeanJa00,Dean,Jamel,73,206,1996-10-15,Auburn,2019.0,94.0,4.3,16.0,130.0,4.19,7.02,41.0,00-0035699
2141,DeanLa00,Dean,Larry,72,216,1988-08-07,Valdosta St.,,,,,,,,,00-0028260
2142,DearJa00,Dearth,James,76,265,1976-01-22,Tulsa,1999.0,191.0,,,,,,,00-0004112
2143,DeayDo01,Deayon,Donte,69,159,1994-01-28,Boise St.,,,,,,,,,00-0032641
2144,DeCaDa00,DeCastro,David,77,316,1990-01-11,Stanford,2012.0,24.0,5.32,34.0,98.0,4.56,7.3,29.5,00-0029678
2145,DeCiDo00,DeCicco,Dom,76,230,1988-09-11,Pittsburgh,,,,,,,,,00-0028344
2146,DeckEr00,Decker,Eric,75,214,1987-03-15,Minnesota,2010.0,87.0,4.54,15.0,,,,,00-0027690
2147,DeckTa00,Decker,Taylor,79,318,1993-08-23,Ohio St.,2016.0,16.0,5.23,20.0,101.0,4.76,7.7,29.0,00-0032381
2148,DeCoTh99,DeCoud,Thomas,73,196,1985-03-19,California,2008.0,98.0,4.5,,122.0,4.27,6.85,35.5,00-0026238
2149,DecoTr00,Decoud,Treston,74,205,1993-08-01,Oregon St.,2017.0,169.0,4.62,11.0,116.0,,,31.0,00-0033575
2150,DeesDe20,Deese,Derrick,75,289,1970-05-17,USC,,,,,,,,,00-0004128
2151,DeGeCh20,DeGeare,Chris,76,335,1987-02-17,Wake Forest,2010.0,161.0,5.12,27.0,103.0,4.9,7.84,32.5,00-0027760
2152,DeitMi00,Deiter,Michael,78,310,1996-09-03,Wisconsin,2019.0,78.0,5.23,21.0,105.0,4.81,7.88,28.0,00-0035686
2153,DekkJo00,Dekker,John,77,250,1983-05-15,Princeton,,,,,,,,,00-0023835
2154,DelaRy00,Delaire,Ryan,76,260,1992-01-17,Towson,,,4.97,23.0,,,,,00-0031843
2155,DelaDe00,Delaney,Dee,71,200,1995-02-20,The Citadel,,,,,,,,,00-0034515
2156,DelhJa00,Delhomme,Jake,74,215,1975-01-10,Louisiana,,,,,,,,,00-0004161
2157,DellJe20,Dellenbach,Jeff,78,290,1963-02-14,Wisconsin,1985.0,111.0,,,,,,,00-0004168
2158,DelmLo99,Delmas,Louis,71,197,1987-04-12,West. Michigan,2009.0,33.0,4.52,12.0,126.0,4.17,6.67,37.0,00-0027009
2159,DeLoJe20,DeLoach,Jerry,74,335,1977-07-17,California,,,4.99,19.0,101.0,4.57,7.4,31.5,00-0019285
2160,DeLoCu20,DeLoatch,Curtis,74,210,1981-10-04,North Carolina A&T,,,4.5,10.0,120.0,4.42,6.97,35.5,
2161,DeLoGr00,DeLong,Greg,76,250,1973-04-03,North Carolina,,,,,,,,,00-0004172
2162,DeLuNi00,DeLuca,Nick,75,245,1995-01-27,North Dakota St.,,,,,,,,,00-0034655
2163,DeMaEn20,DeMar,Enoch,76,317,1980-09-07,Indiana,,,5.63,22.0,90.0,5.1,8.35,22.5,00-0021599
2164,DeMaBr20,DeMarco,Brian,79,323,1972-04-09,Michigan St.,1995.0,40.0,,,,,,,00-0004180
2165,DemaCh20,Demaree,Chris,74,315,1980-03-12,Kentucky,,,,,,,,,00-0020821
2166,DembJa00,Demby,Jamil,77,321,1996-06-20,Maine,2018.0,192.0,5.58,17.0,98.0,4.95,7.86,23.5,00-0034809
2167,DemeKe00,Demens,Kenny,73,242,1990-02-04,Michigan,,,,,,,,,00-0030309
2168,DempJe00,Demps,Jeff,67,175,1990-01-08,Florida,,,,,,,,,00-0029722
2169,DempQu99,Demps,Quintin,72,203,1985-06-29,Texas-El Paso,2008.0,117.0,4.39,16.0,110.0,,,31.5,00-0026257
2170,DempWi20,Demps,Will,72,208,1979-11-07,San Diego St.,,,,,,,,,00-0020861
2171,DeMuRi20,DeMulling,Rick,76,304,1977-07-21,Idaho,2001.0,220.0,5.24,32.0,108.0,4.6,7.62,31.5,00-0020333
2172,DendPa20,Dendy,Patrick,72,190,1982-03-10,Rice,,,,,,,,,00-0023068
2173,DenhAn00,Denham,Anthony,76,235,1991-07-21,Utah,,,,,,,,,00-0031140
2174,DenmAn20,Denman,Anthony,71,235,1979-10-30,Notre Dame,2001.0,213.0,4.76,,,,,,00-0020350
2175,DennAl00,Dennard,Alfonzo,70,204,1989-09-09,Nebraska,2012.0,224.0,4.48,,121.0,,,37.0,00-0029596
2176,DennAn00,Dennard,Antonio,71,190,1989-12-20,Langston,,,,,,,,,00-0029054
2177,DennDa00,Dennard,Darqueze,71,205,1991-10-10,Michigan St.,2014.0,24.0,4.52,15.0,,,,,00-0031380
2178,DennJo20,Denney,John,77,242,1978-12-13,BYU,,,,,,,,,00-0023173
2179,DennRy20,Denney,Ryan,79,264,1977-06-15,BYU,2002.0,61.0,4.86,36.0,107.0,4.25,7.18,33.0,00-0021189
2180,DennDe00,Dennis,Derek,77,316,1988-07-16,Temple,,,,,,,,,00-0029102
2181,DennPa20,Dennis,Pat,72,207,1978-06-30,La-Monroe,2000.0,162.0,,,,,,,00-0019675
2182,DensAu00,Denson,Autry,70,193,1976-12-08,Notre Dame,1999.0,233.0,,,,,,,00-0004200
2183,DensDa20,Denson,Damon,76,305,1975-02-08,Michigan,1997.0,97.0,,,,,,,00-0004201
2184,DentAk00,Dent,Akeem,73,242,1987-09-27,Georgia,2011.0,91.0,4.73,24.0,123.0,,,37.5,00-0028029
2185,DentTi20,Denton,Tim,71,182,1973-02-02,Oklahoma,,,,,,,,,00-0004208
2186,DeOsZa99,DeOssie,Zak,77,250,1984-05-24,Brown,2007.0,116.0,4.58,26.0,122.0,4.22,6.89,34.5,00-0025503
2187,DePaDa00,DePalma,Dan,71,200,1989-07-21,,,,,,,,,,00-0028294
2188,DePaAn00,DePaola,Andrew,73,220,1987-07-28,Rutgers,,,,,,,,,00-0029714
2189,DerbA.00,Derby,A.J.,77,240,1991-09-20,Arkansas,2015.0,202.0,,,,,,,00-0031609
2190,DercDa20,Dercher,Dan,77,293,1976-06-02,Kansas,,,,,,,,,00-0004214
2191,DesiPi00,Desir,Pierre,73,192,1990-09-08,Lindenwood,2014.0,127.0,4.59,11.0,133.0,4.3,6.86,35.0,00-0031331
2192,DetmKo00,Detmer,Koy,73,195,1973-07-05,Colorado,1997.0,207.0,,,,,,,00-0004229
2193,DetmTy00,Detmer,Ty,72,189,1967-10-30,BYU,1992.0,230.0,,,,,,,00-0004230
2194,DevaSe00,Devalve,Seth,75,245,1993-01-29,Princeton,2016.0,138.0,,,,,,,
2195,DeVaKy00,DeVan,Kyle,74,294,1985-02-10,Oregon St.,,,,,,,,,00-0025872
2196,DeveJa00,Develin,James,75,255,1988-07-23,Brown,,,,,,,,,00-0027925
2197,DeveJo00,Devey,Jordan,78,320,1988-01-11,Memphis,,,5.25,21.0,98.0,4.77,7.91,24.0,00-0030011
2198,DeviKe20,Devine,Kevin,69,179,1974-12-11,California,,,,,,,,,00-0004237
2199,DeViMi99,DeVito,Mike,75,298,1984-06-10,Maine,,,,,,,,,00-0025689
2200,DevlMi20,Devlin,Mike,74,305,1969-11-16,Iowa,1993.0,136.0,,,,,,,00-0004241
2201,DevlPa00,Devlin,Pat,75,225,1988-04-12,,,,4.81,,116.0,4.32,7.08,33.0,00-0028453
2202,DevoTo00,Devoe,Todd,74,205,1980-04-05,Central Missouri St.,,,,,,,,,00-0021852
2203,DeVrTy20,DeVree,Tyson,78,245,1984-11-12,Colorado,,,,,,,,,00-0026103
2204,DeVrJa20,DeVries,Jared,76,275,1976-06-11,Iowa,1999.0,70.0,,,,,,,00-0004242
2205,DextJa20,Dexter,James,79,319,1973-03-03,South Carolina,1996.0,137.0,,,,,,,00-0004250
2206,DialQu00,Dial,Quinton,77,318,1990-07-21,Alabama,2013.0,157.0,5.29,,,,,,00-0030088
2207,DiamLo00,Diamond,Lorenzo,75,260,1979-12-15,Auburn,,,,,,,,,00-0021554
2208,DiazJo20,Diaz,Jorge,76,308,1973-11-15,Texas A&M-Kingsville,,,,,,,,,00-0004256
2209,DiazDa20,Diaz-Infante,David,75,291,1964-03-31,San Jose St.,,,,,,,,,00-0004257
2210,DickDo00,Dickerson,Dorin,74,230,1988-03-31,Pittsburgh,2010.0,227.0,4.4,24.0,125.0,4.3,6.96,43.5,00-0027819
2211,DickGa00,Dickerson,Garrett,75,248,1995-12-30,Northwestern,,,,,,,,,00-0034795
2212,DickKo20,Dickerson,Kori,76,235,1978-12-06,USC,,,4.75,22.0,116.0,4.51,7.34,34.0,00-0020798
2213,DickMa00,Dickerson,Matt,77,292,1995-09-11,UCLA,,,,,,,,,
2214,DickEd00,Dickson,Ed,76,250,1987-07-25,Oregon,2010.0,70.0,4.59,23.0,115.0,4.59,7.32,34.0,00-0027675
2215,DickJo00,Dickson,JoJo,73,245,1989-07-13,Idaho,,,,,,,,,00-0028403
2216,DickMi00,Dickson,Michael,74,208,1996-01-04,Texas,2018.0,149.0,,,,,,,00-0034160
2217,DiedDa20,Diedrick,Dahrran,72,225,1979-01-11,Nebraska,,,4.62,19.0,117.0,4.44,7.32,37.0,00-0021545
2218,DiehDa21,Diehl,David,77,304,1980-09-15,Illinois,2003.0,160.0,5.26,22.0,96.0,4.97,8.1,28.0,00-0021922
2219,DiekEm00,Dieke,Emmanuel,78,257,1990-09-23,Georgia Tech,,,,,,,,,00-0030911
2220,DielKr20,Dielman,Kris,76,320,1981-02-03,Indiana,,,,,,,,,00-0021546
2221,DiemRy20,Diem,Ryan,78,320,1979-07-01,Northern Illinois,2001.0,118.0,5.13,,102.0,4.46,7.5,34.0,00-0020399
2222,DietGe00,Dieter,Gehrig,75,207,1993-02-24,Alabama,,,,,,,,,00-0033474
2223,DietEv00,Dietrich-Smith,Evan,74,308,1986-07-19,Idaho St.,,,,,,,,,
2224,DiggNa20,Diggs,Na'il,76,240,1978-07-08,Ohio St.,2000.0,98.0,4.66,,,,,,00-0019467
2225,DiggQu00,Diggs,Quandre,69,197,1993-01-22,Texas,2015.0,200.0,4.56,17.0,113.0,4.15,7.22,35.5,00-0031608
2226,DiggSt00,Diggs,Stefon,72,191,1993-11-29,Maryland,2015.0,146.0,4.46,,115.0,4.32,7.03,35.0,00-0031588
2227,DiGiJo20,DiGiorgio,John,74,225,1983-06-29,Saginaw Valley St.,,,,,,,,,00-0023938
2228,DileZa99,Diles,Zach,72,240,1985-06-11,Kansas St.,2007.0,218.0,,,,,,,00-0025605
2229,DilfTr00,Dilfer,Trent,76,225,1972-03-13,Fresno St.,1994.0,6.0,,,,,,,00-0004293
2230,DilgKe00,Dilger,Ken,77,250,1971-02-02,Illinois,1995.0,48.0,,,,,,,00-0004294
2231,DillR.00,Dill,R.J.,78,316,1990-07-26,Rutgers,,,,,,,,,00-0029943
2232,DillAn00,Dillard,Andre,77,315,1995-10-03,Washington St.,2019.0,22.0,4.96,24.0,118.0,4.4,7.44,29.0,00-0035233
2233,DillJa00,Dillard,Jarett,70,185,1985-12-21,Rice,2009.0,144.0,4.5,13.0,129.0,4.41,7.1,42.5,00-0027105
2234,DillPh99,Dillard,Phillip,73,240,1986-12-10,Nebraska,2010.0,115.0,4.65,,106.0,4.43,7.16,31.5,00-0027715
2235,DillBr00,Dillon,Brandon,77,250,1997-04-30,,,,,,,,,,00-0035102
2236,DillCo00,Dillon,Corey,73,225,1974-10-24,Washington,1997.0,43.0,,,,,,,00-0004304
2237,DillK.00,Dillon,K.J.,72,200,1994-05-11,West Virginia,2016.0,159.0,4.53,11.0,121.0,,,,00-0032421
2238,DiMaJa00,DiManche,Jayson,73,232,1990-09-22,Southern Illinois,,,,,,,,,00-0029815
2239,DiMaPa00,DiMarco,Patrick,73,234,1989-04-30,South Carolina,,,,,,,,,00-0028581
2240,DimrCh20,Dimry,Charles,72,176,1966-01-31,UNLV,1988.0,110.0,,,,,,,00-0004318
2241,DiNaGe20,DiNapoli,Gennaro,75,287,1975-05-25,Virginia Tech,1998.0,109.0,,,,,,,00-0004252
2242,DingAd20,Dingle,Adrian,75,272,1977-06-25,Clemson,1999.0,139.0,,,,,,,00-0004320
2243,DingAn20,Dingle,Antonio,74,315,1976-10-07,Virginia,1999.0,214.0,,,,,,,00-0004321
2244,DinkDa00,Dinkins,Darnell,76,260,1977-01-20,Pittsburgh,,,,,,,,,00-0020550
2245,DishCh20,Dishman,Chris,75,339,1974-02-27,Nebraska,1997.0,106.0,,,,,,,00-0004336
2246,DishCr00,Dishman,Cris,72,195,1965-08-13,Purdue,1988.0,125.0,,,,,,,00-0004337
